index,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS2M
2025-05-07 01:00:00+00:00,2025,5,7,1,0.0,25.03,0.98
2025-05-07 02:00:00+00:00,2025,5,7,2,0.0,25.0,0.93
2025-05-07 03:00:00+00:00,2025,5,7,3,0.0,24.96,0.92
2025-05-07 04:00:00+00:00,2025,5,7,4,0.0,24.88,1.04
2025-05-07 05:00:00+00:00,2025,5,7,5,0.0,24.85,1.25
2025-05-07 06:00:00+00:00,2025,5,7,6,44.8,25.26,1.81
2025-05-07 07:00:00+00:00,2025,5,7,7,124.75,25.81,2.13
2025-05-07 08:00:00+00:00,2025,5,7,8,193.02,26.49,1.85
2025-05-07 09:00:00+00:00,2025,5,7,9,181.8,27.58,1.93
2025-05-07 10:00:00+00:00,2025,5,7,10,337.08,28.69,2.35
2025-05-07 11:00:00+00:00,2025,5,7,11,321.52,29.48,2.69
2025-05-07 12:00:00+00:00,2025,5,7,12,340.67,30.04,2.93
2025-05-07 13:00:00+00:00,2025,5,7,13,250.93,30.35,3.11
2025-05-07 14:00:00+00:00,2025,5,7,14,165.35,30.24,3.17
2025-05-07 15:00:00+00:00,2025,5,7,15,185.25,29.71,3.18
2025-05-07 16:00:00+00:00,2025,5,7,16,123.47,28.81,3.22
2025-05-07 17:00:00+00:00,2025,5,7,17,65.93,27.43,3.37
2025-05-07 18:00:00+00:00,2025,5,7,18,7.28,25.55,3.44
2025-05-07 19:00:00+00:00,2025,5,7,19,0.0,24.13,3.48
2025-05-07 20:00:00+00:00,2025,5,7,20,0.0,23.42,3.7
2025-05-07 21:00:00+00:00,2025,5,7,21,0.0,23.04,3.72
2025-05-07 22:00:00+00:00,2025,5,7,22,0.0,22.78,3.55
2025-05-07 23:00:00+00:00,2025,5,7,23,0.0,22.56,3.26
2025-05-08 00:00:00+00:00,2025,5,8,0,0.0,22.35,3.0
2025-05-08 01:00:00+00:00,2025,5,8,1,0.0,22.17,2.97
2025-05-08 02:00:00+00:00,2025,5,8,2,0.0,21.97,2.94
2025-05-08 03:00:00+00:00,2025,5,8,3,0.0,21.75,2.79
2025-05-08 04:00:00+00:00,2025,5,8,4,0.0,21.58,2.71
2025-05-08 05:00:00+00:00,2025,5,8,5,0.0,21.41,2.76
2025-05-08 06:00:00+00:00,2025,5,8,6,45.42,21.98,3.41
2025-05-08 07:00:00+00:00,2025,5,8,7,123.65,23.52,3.74
2025-05-08 08:00:00+00:00,2025,5,8,8,149.25,25.93,3.91
2025-05-08 09:00:00+00:00,2025,5,8,9,194.62,27.94,3.94
2025-05-08 10:00:00+00:00,2025,5,8,10,307.73,29.22,4.05
2025-05-08 11:00:00+00:00,2025,5,8,11,425.3,30.0,4.28
2025-05-08 12:00:00+00:00,2025,5,8,12,503.67,30.46,4.55
2025-05-08 13:00:00+00:00,2025,5,8,13,567.33,30.6,4.77
2025-05-08 14:00:00+00:00,2025,5,8,14,422.02,30.39,4.85
2025-05-08 15:00:00+00:00,2025,5,8,15,299.02,29.92,4.78
2025-05-08 16:00:00+00:00,2025,5,8,16,172.52,29.23,4.6
2025-05-08 17:00:00+00:00,2025,5,8,17,98.95,28.26,4.24
2025-05-08 18:00:00+00:00,2025,5,8,18,14.73,26.88,3.43
2025-05-08 19:00:00+00:00,2025,5,8,19,0.0,25.89,2.7
2025-05-08 20:00:00+00:00,2025,5,8,20,0.0,25.42,2.59
2025-05-08 21:00:00+00:00,2025,5,8,21,0.0,25.17,2.42
2025-05-08 22:00:00+00:00,2025,5,8,22,0.0,25.09,2.34
2025-05-08 23:00:00+00:00,2025,5,8,23,0.0,25.0,2.13
2025-05-09 00:00:00+00:00,2025,5,9,0,0.0,24.91,2.02
2025-05-09 01:00:00+00:00,2025,5,9,1,0.0,24.9,1.94
2025-05-09 02:00:00+00:00,2025,5,9,2,0.0,24.94,1.92
2025-05-09 03:00:00+00:00,2025,5,9,3,0.0,24.93,1.87
2025-05-09 04:00:00+00:00,2025,5,9,4,0.0,24.93,1.83
2025-05-09 05:00:00+00:00,2025,5,9,5,0.0,24.92,1.73
2025-05-09 06:00:00+00:00,2025,5,9,6,55.7,25.72,1.86
2025-05-09 07:00:00+00:00,2025,5,9,7,171.12,26.66,2.15
2025-05-09 08:00:00+00:00,2025,5,9,8,318.85,27.69,2.48
2025-05-09 09:00:00+00:00,2025,5,9,9,447.38,28.84,2.52
2025-05-09 10:00:00+00:00,2025,5,9,10,562.9,29.7,2.53
2025-05-09 11:00:00+00:00,2025,5,9,11,575.12,30.26,2.44
2025-05-09 12:00:00+00:00,2025,5,9,12,423.35,30.58,2.13
2025-05-09 13:00:00+00:00,2025,5,9,13,432.4,30.89,1.7
2025-05-09 14:00:00+00:00,2025,5,9,14,543.17,31.13,1.34
2025-05-09 15:00:00+00:00,2025,5,9,15,418.52,31.12,1.09
2025-05-09 16:00:00+00:00,2025,5,9,16,248.68,30.64,0.92
2025-05-09 17:00:00+00:00,2025,5,9,17,114.32,29.64,0.84
2025-05-09 18:00:00+00:00,2025,5,9,18,12.52,28.11,0.74
2025-05-09 19:00:00+00:00,2025,5,9,19,0.0,27.01,0.43
2025-05-09 20:00:00+00:00,2025,5,9,20,0.0,26.49,0.32
2025-05-09 21:00:00+00:00,2025,5,9,21,0.0,25.89,0.81
2025-05-09 22:00:00+00:00,2025,5,9,22,0.0,25.18,1.27
2025-05-09 23:00:00+00:00,2025,5,9,23,0.0,24.59,1.77
2025-05-10 00:00:00+00:00,2025,5,10,0,0.0,24.02,2.27
2025-05-10 01:00:00+00:00,2025,5,10,1,0.0,23.36,2.6
2025-05-10 02:00:00+00:00,2025,5,10,2,0.0,22.79,2.73
2025-05-10 03:00:00+00:00,2025,5,10,3,0.0,22.38,2.76
2025-05-10 04:00:00+00:00,2025,5,10,4,0.0,22.11,2.8
2025-05-10 05:00:00+00:00,2025,5,10,5,0.0,21.97,2.76
2025-05-10 06:00:00+00:00,2025,5,10,6,74.45,22.4,3.09
2025-05-10 07:00:00+00:00,2025,5,10,7,236.45,23.31,3.16
2025-05-10 08:00:00+00:00,2025,5,10,8,439.73,25.1,3.23
2025-05-10 09:00:00+00:00,2025,5,10,9,554.58,27.24,2.98
2025-05-10 10:00:00+00:00,2025,5,10,10,595.58,29.11,2.39
2025-05-10 11:00:00+00:00,2025,5,10,11,594.75,30.39,2.0
2025-05-10 12:00:00+00:00,2025,5,10,12,775.08,30.7,1.63
2025-05-10 13:00:00+00:00,2025,5,10,13,665.17,30.3,1.51
2025-05-10 14:00:00+00:00,2025,5,10,14,501.08,29.47,1.55
2025-05-10 15:00:00+00:00,2025,5,10,15,352.17,28.62,1.49
2025-05-10 16:00:00+00:00,2025,5,10,16,215.68,27.71,1.34
2025-05-10 17:00:00+00:00,2025,5,10,17,91.95,26.74,1.25
2025-05-10 18:00:00+00:00,2025,5,10,18,10.27,25.82,1.41
2025-05-10 19:00:00+00:00,2025,5,10,19,0.0,25.15,1.47
2025-05-10 20:00:00+00:00,2025,5,10,20,0.0,24.77,1.48
2025-05-10 21:00:00+00:00,2025,5,10,21,0.0,24.46,1.6
2025-05-10 22:00:00+00:00,2025,5,10,22,0.0,24.12,2.13
2025-05-10 23:00:00+00:00,2025,5,10,23,0.0,23.46,3.45
2025-05-11 00:00:00+00:00,2025,5,11,0,0.0,22.22,4.77
2025-05-11 01:00:00+00:00,2025,5,11,1,0.0,20.78,5.87
2025-05-11 02:00:00+00:00,2025,5,11,2,0.0,19.77,6.9
2025-05-11 03:00:00+00:00,2025,5,11,3,0.0,19.29,6.92
2025-05-11 04:00:00+00:00,2025,5,11,4,0.0,18.87,6.6
2025-05-11 05:00:00+00:00,2025,5,11,5,0.0,18.44,6.09
2025-05-11 06:00:00+00:00,2025,5,11,6,29.5,18.01,6.09
2025-05-11 07:00:00+00:00,2025,5,11,7,73.93,18.04,6.17
2025-05-11 08:00:00+00:00,2025,5,11,8,92.65,18.83,5.81
2025-05-11 09:00:00+00:00,2025,5,11,9,186.5,19.78,5.35
2025-05-11 10:00:00+00:00,2025,5,11,10,353.45,20.68,4.79
2025-05-11 11:00:00+00:00,2025,5,11,11,352.83,21.56,4.24
2025-05-11 12:00:00+00:00,2025,5,11,12,305.5,22.74,3.85
2025-05-11 13:00:00+00:00,2025,5,11,13,500.55,23.96,3.62
2025-05-11 14:00:00+00:00,2025,5,11,14,410.5,24.85,3.41
2025-05-11 15:00:00+00:00,2025,5,11,15,335.2,25.18,2.98
2025-05-11 16:00:00+00:00,2025,5,11,16,214.35,25.19,2.51
2025-05-11 17:00:00+00:00,2025,5,11,17,101.12,24.35,1.74
2025-05-11 18:00:00+00:00,2025,5,11,18,11.73,22.73,1.43
2025-05-11 19:00:00+00:00,2025,5,11,19,0.0,21.77,1.49
2025-05-11 20:00:00+00:00,2025,5,11,20,0.0,21.21,1.53
2025-05-11 21:00:00+00:00,2025,5,11,21,0.0,20.71,1.54
2025-05-11 22:00:00+00:00,2025,5,11,22,0.0,20.35,1.52
2025-05-11 23:00:00+00:00,2025,5,11,23,0.0,20.03,1.57
2025-05-12 00:00:00+00:00,2025,5,12,0,0.0,19.73,1.66
2025-05-12 01:00:00+00:00,2025,5,12,1,0.0,19.42,1.69
2025-05-12 02:00:00+00:00,2025,5,12,2,0.0,19.1,1.63
2025-05-12 03:00:00+00:00,2025,5,12,3,0.0,18.66,1.54
2025-05-12 04:00:00+00:00,2025,5,12,4,0.0,18.21,1.52
2025-05-12 05:00:00+00:00,2025,5,12,5,0.0,17.97,1.56
2025-05-12 06:00:00+00:00,2025,5,12,6,70.65,18.87,1.94
2025-05-12 07:00:00+00:00,2025,5,12,7,212.4,20.54,2.55
2025-05-12 08:00:00+00:00,2025,5,12,8,421.42,23.46,2.88
2025-05-12 09:00:00+00:00,2025,5,12,9,620.62,25.61,3.16
2025-05-12 10:00:00+00:00,2025,5,12,10,808.62,27.24,2.79
2025-05-12 11:00:00+00:00,2025,5,12,11,932.83,28.59,2.17
2025-05-12 12:00:00+00:00,2025,5,12,12,875.42,29.51,1.55
2025-05-12 13:00:00+00:00,2025,5,12,13,897.47,30.24,1.23
2025-05-12 14:00:00+00:00,2025,5,12,14,815.2,30.57,1.23
2025-05-12 15:00:00+00:00,2025,5,12,15,643.53,30.48,1.48
2025-05-12 16:00:00+00:00,2025,5,12,16,451.7,29.84,1.92
2025-05-12 17:00:00+00:00,2025,5,12,17,225.68,28.42,2.38
2025-05-12 18:00:00+00:00,2025,5,12,18,31.3,25.06,2.49
2025-05-12 19:00:00+00:00,2025,5,12,19,0.0,22.48,2.51
2025-05-12 20:00:00+00:00,2025,5,12,20,0.0,21.55,2.32
2025-05-12 21:00:00+00:00,2025,5,12,21,0.0,20.86,2.13
2025-05-12 22:00:00+00:00,2025,5,12,22,0.0,20.31,2.05
2025-05-12 23:00:00+00:00,2025,5,12,23,0.0,19.86,1.96
2025-05-13 00:00:00+00:00,2025,5,13,0,0.0,19.5,1.84
2025-05-13 01:00:00+00:00,2025,5,13,1,0.0,19.2,1.78
2025-05-13 02:00:00+00:00,2025,5,13,2,0.0,18.88,1.76
2025-05-13 03:00:00+00:00,2025,5,13,3,0.0,18.53,1.77
2025-05-13 04:00:00+00:00,2025,5,13,4,0.0,18.19,1.78
2025-05-13 05:00:00+00:00,2025,5,13,5,0.0,17.91,1.81
2025-05-13 06:00:00+00:00,2025,5,13,6,104.9,19.53,2.43
2025-05-13 07:00:00+00:00,2025,5,13,7,319.9,21.96,2.93
2025-05-13 08:00:00+00:00,2025,5,13,8,547.83,24.57,3.11
2025-05-13 09:00:00+00:00,2025,5,13,9,743.5,26.67,2.84
2025-05-13 10:00:00+00:00,2025,5,13,10,855.17,28.24,2.48
2025-05-13 11:00:00+00:00,2025,5,13,11,914.7,29.37,2.34
2025-05-13 12:00:00+00:00,2025,5,13,12,917.25,30.15,2.44
2025-05-13 13:00:00+00:00,2025,5,13,13,847.12,30.56,2.55
2025-05-13 14:00:00+00:00,2025,5,13,14,716.92,30.65,2.63
2025-05-13 15:00:00+00:00,2025,5,13,15,557.83,30.36,2.66
2025-05-13 16:00:00+00:00,2025,5,13,16,370.52,29.7,2.63
2025-05-13 17:00:00+00:00,2025,5,13,17,171.0,28.47,2.6
2025-05-13 18:00:00+00:00,2025,5,13,18,24.08,26.2,2.26
2025-05-13 19:00:00+00:00,2025,5,13,19,0.0,24.16,2.12
2025-05-13 20:00:00+00:00,2025,5,13,20,0.0,23.29,1.91
2025-05-13 21:00:00+00:00,2025,5,13,21,0.0,22.6,1.62
2025-05-13 22:00:00+00:00,2025,5,13,22,0.0,22.06,1.38
2025-05-13 23:00:00+00:00,2025,5,13,23,0.0,21.65,1.29
2025-05-14 00:00:00+00:00,2025,5,14,0,0.0,21.35,1.28
2025-05-14 01:00:00+00:00,2025,5,14,1,0.0,21.16,1.32
2025-05-14 02:00:00+00:00,2025,5,14,2,0.0,21.0,1.39
2025-05-14 03:00:00+00:00,2025,5,14,3,0.0,20.81,1.53
2025-05-14 04:00:00+00:00,2025,5,14,4,0.0,20.66,1.69
2025-05-14 05:00:00+00:00,2025,5,14,5,0.0,20.58,1.76
2025-05-14 06:00:00+00:00,2025,5,14,6,96.43,22.28,2.48
2025-05-14 07:00:00+00:00,2025,5,14,7,271.52,24.58,2.61
2025-05-14 08:00:00+00:00,2025,5,14,8,483.08,26.82,2.11
2025-05-14 09:00:00+00:00,2025,5,14,9,677.85,28.58,1.63
2025-05-14 10:00:00+00:00,2025,5,14,10,809.58,29.97,1.56
2025-05-14 11:00:00+00:00,2025,5,14,11,818.9,31.05,1.68
2025-05-14 12:00:00+00:00,2025,5,14,12,761.95,31.83,1.88
2025-05-14 13:00:00+00:00,2025,5,14,13,794.97,32.25,2.09
2025-05-14 14:00:00+00:00,2025,5,14,14,780.38,32.31,2.29
2025-05-14 15:00:00+00:00,2025,5,14,15,640.08,31.93,2.52
2025-05-14 16:00:00+00:00,2025,5,14,16,422.08,31.15,2.74
2025-05-14 17:00:00+00:00,2025,5,14,17,201.43,29.76,2.91
2025-05-14 18:00:00+00:00,2025,5,14,18,27.45,27.63,2.78
2025-05-14 19:00:00+00:00,2025,5,14,19,0.0,25.9,2.6
2025-05-14 20:00:00+00:00,2025,5,14,20,0.0,25.13,2.16
2025-05-14 21:00:00+00:00,2025,5,14,21,0.0,24.59,1.7
2025-05-14 22:00:00+00:00,2025,5,14,22,0.0,24.22,1.47
2025-05-14 23:00:00+00:00,2025,5,14,23,0.0,23.98,1.39
2025-05-15 00:00:00+00:00,2025,5,15,0,0.0,23.74,1.32
2025-05-15 01:00:00+00:00,2025,5,15,1,0.0,23.54,1.24
2025-05-15 02:00:00+00:00,2025,5,15,2,0.0,23.4,1.2
2025-05-15 03:00:00+00:00,2025,5,15,3,0.0,23.32,1.23
2025-05-15 04:00:00+00:00,2025,5,15,4,0.0,23.22,1.3
2025-05-15 05:00:00+00:00,2025,5,15,5,3.1,23.14,1.37
2025-05-15 06:00:00+00:00,2025,5,15,6,94.72,24.6,2.02
2025-05-15 07:00:00+00:00,2025,5,15,7,267.27,26.51,2.16
2025-05-15 08:00:00+00:00,2025,5,15,8,451.02,28.13,2.03
2025-05-15 09:00:00+00:00,2025,5,15,9,672.38,29.55,2.09
2025-05-15 10:00:00+00:00,2025,5,15,10,828.33,30.68,2.23
2025-05-15 11:00:00+00:00,2025,5,15,11,923.2,31.38,2.45
2025-05-15 12:00:00+00:00,2025,5,15,12,965.03,31.57,2.62
2025-05-15 13:00:00+00:00,2025,5,15,13,917.1,31.44,2.72
2025-05-15 14:00:00+00:00,2025,5,15,14,795.7,31.11,2.81
2025-05-15 15:00:00+00:00,2025,5,15,15,645.78,30.69,2.9
2025-05-15 16:00:00+00:00,2025,5,15,16,452.02,30.22,2.92
2025-05-15 17:00:00+00:00,2025,5,15,17,222.4,29.25,2.87
2025-05-15 18:00:00+00:00,2025,5,15,18,31.35,27.68,2.6
2025-05-15 19:00:00+00:00,2025,5,15,19,0.0,26.17,2.2
2025-05-15 20:00:00+00:00,2025,5,15,20,0.0,25.44,1.92
2025-05-15 21:00:00+00:00,2025,5,15,21,0.0,24.99,1.65
2025-05-15 22:00:00+00:00,2025,5,15,22,0.0,24.64,1.52
2025-05-15 23:00:00+00:00,2025,5,15,23,0.0,24.31,1.49
2025-05-16 00:00:00+00:00,2025,5,16,0,0.0,24.03,1.44
2025-05-16 01:00:00+00:00,2025,5,16,1,0.0,23.86,1.35
2025-05-16 02:00:00+00:00,2025,5,16,2,0.0,23.75,1.29
2025-05-16 03:00:00+00:00,2025,5,16,3,0.0,23.6,1.3
2025-05-16 04:00:00+00:00,2025,5,16,4,0.0,23.45,1.32
2025-05-16 05:00:00+00:00,2025,5,16,5,3.33,23.35,1.32
2025-05-16 06:00:00+00:00,2025,5,16,6,98.78,24.88,1.77
2025-05-16 07:00:00+00:00,2025,5,16,7,267.98,26.84,1.84
2025-05-16 08:00:00+00:00,2025,5,16,8,442.55,28.42,1.86
2025-05-16 09:00:00+00:00,2025,5,16,9,682.03,29.86,2.2
2025-05-16 10:00:00+00:00,2025,5,16,10,837.62,30.95,2.59
2025-05-16 11:00:00+00:00,2025,5,16,11,930.17,31.43,2.85
2025-05-16 12:00:00+00:00,2025,5,16,12,938.38,31.45,2.87
2025-05-16 13:00:00+00:00,2025,5,16,13,905.33,31.34,2.75
2025-05-16 14:00:00+00:00,2025,5,16,14,812.0,31.01,2.56
2025-05-16 15:00:00+00:00,2025,5,16,15,646.62,30.66,2.31
2025-05-16 16:00:00+00:00,2025,5,16,16,437.92,30.21,2.05
2025-05-16 17:00:00+00:00,2025,5,16,17,211.4,29.51,1.69
2025-05-16 18:00:00+00:00,2025,5,16,18,28.88,28.14,1.1
2025-05-16 19:00:00+00:00,2025,5,16,19,0.0,26.89,1.02
2025-05-16 20:00:00+00:00,2025,5,16,20,0.0,26.35,1.09
2025-05-16 21:00:00+00:00,2025,5,16,21,0.0,25.93,1.07
2025-05-16 22:00:00+00:00,2025,5,16,22,0.0,25.6,0.98
2025-05-16 23:00:00+00:00,2025,5,16,23,0.0,25.33,0.86
2025-05-17 00:00:00+00:00,2025,5,17,0,0.0,25.16,0.75
2025-05-17 01:00:00+00:00,2025,5,17,1,0.0,25.06,0.58
2025-05-17 02:00:00+00:00,2025,5,17,2,0.0,25.08,0.38
2025-05-17 03:00:00+00:00,2025,5,17,3,0.0,25.02,0.28
2025-05-17 04:00:00+00:00,2025,5,17,4,0.0,24.8,0.47
2025-05-17 05:00:00+00:00,2025,5,17,5,3.58,24.6,0.71
2025-05-17 06:00:00+00:00,2025,5,17,6,103.22,25.62,1.11
2025-05-17 07:00:00+00:00,2025,5,17,7,301.6,27.6,1.26
2025-05-17 08:00:00+00:00,2025,5,17,8,517.53,29.4,1.51
2025-05-17 09:00:00+00:00,2025,5,17,9,682.35,30.89,1.8
2025-05-17 10:00:00+00:00,2025,5,17,10,818.72,32.1,2.02
2025-05-17 11:00:00+00:00,2025,5,17,11,906.28,33.05,2.2
2025-05-17 12:00:00+00:00,2025,5,17,12,968.78,33.82,2.33
2025-05-17 13:00:00+00:00,2025,5,17,13,901.12,34.29,2.42
2025-05-17 14:00:00+00:00,2025,5,17,14,794.38,34.55,2.47
2025-05-17 15:00:00+00:00,2025,5,17,15,598.5,34.36,2.49
2025-05-17 16:00:00+00:00,2025,5,17,16,353.75,33.75,2.44
2025-05-17 17:00:00+00:00,2025,5,17,17,172.82,32.72,2.21
2025-05-17 18:00:00+00:00,2025,5,17,18,24.9,30.95,1.36
2025-05-17 19:00:00+00:00,2025,5,17,19,0.0,29.27,0.94
2025-05-17 20:00:00+00:00,2025,5,17,20,0.0,28.48,0.87
2025-05-17 21:00:00+00:00,2025,5,17,21,0.0,27.88,0.79
2025-05-17 22:00:00+00:00,2025,5,17,22,0.0,27.45,0.73
2025-05-17 23:00:00+00:00,2025,5,17,23,0.0,27.1,0.74
2025-05-18 00:00:00+00:00,2025,5,18,0,0.0,26.82,0.81
2025-05-18 01:00:00+00:00,2025,5,18,1,0.0,26.52,0.99
2025-05-18 02:00:00+00:00,2025,5,18,2,0.0,26.27,1.21
2025-05-18 03:00:00+00:00,2025,5,18,3,0.0,26.1,1.43
2025-05-18 04:00:00+00:00,2025,5,18,4,0.0,25.95,1.6
2025-05-18 05:00:00+00:00,2025,5,18,5,2.55,25.83,1.62
2025-05-18 06:00:00+00:00,2025,5,18,6,62.1,26.32,1.88
2025-05-18 07:00:00+00:00,2025,5,18,7,171.32,27.08,2.24
2025-05-18 08:00:00+00:00,2025,5,18,8,334.02,28.17,2.44
2025-05-18 09:00:00+00:00,2025,5,18,9,489.42,29.13,2.47
2025-05-18 10:00:00+00:00,2025,5,18,10,588.42,30.2,2.51
2025-05-18 11:00:00+00:00,2025,5,18,11,715.85,31.13,2.56
2025-05-18 12:00:00+00:00,2025,5,18,12,845.7,31.77,2.54
2025-05-18 13:00:00+00:00,2025,5,18,13,804.05,32.01,2.52
2025-05-18 14:00:00+00:00,2025,5,18,14,768.15,31.96,2.49
2025-05-18 15:00:00+00:00,2025,5,18,15,534.3,31.57,2.43
2025-05-18 16:00:00+00:00,2025,5,18,16,297.08,30.99,2.28
2025-05-18 17:00:00+00:00,2025,5,18,17,139.65,30.1,1.88
2025-05-18 18:00:00+00:00,2025,5,18,18,21.73,28.84,1.2
2025-05-18 19:00:00+00:00,2025,5,18,19,0.0,27.93,0.94
2025-05-18 20:00:00+00:00,2025,5,18,20,0.0,27.56,0.85
2025-05-18 21:00:00+00:00,2025,5,18,21,0.0,27.28,0.76
2025-05-18 22:00:00+00:00,2025,5,18,22,0.0,27.05,0.71
2025-05-18 23:00:00+00:00,2025,5,18,23,0.0,26.83,0.73
2025-05-19 00:00:00+00:00,2025,5,19,0,0.0,26.55,0.78
2025-05-19 01:00:00+00:00,2025,5,19,1,0.0,26.31,0.86
2025-05-19 02:00:00+00:00,2025,5,19,2,0.0,26.08,0.91
2025-05-19 03:00:00+00:00,2025,5,19,3,0.0,25.92,0.91
2025-05-19 04:00:00+00:00,2025,5,19,4,0.0,25.81,0.91
2025-05-19 05:00:00+00:00,2025,5,19,5,2.53,25.87,0.85
2025-05-19 06:00:00+00:00,2025,5,19,6,73.12,26.65,0.77
2025-05-19 07:00:00+00:00,2025,5,19,7,223.88,27.77,1.36
2025-05-19 08:00:00+00:00,2025,5,19,8,404.83,29.13,1.68
2025-05-19 09:00:00+00:00,2025,5,19,9,546.08,30.61,2.02
2025-05-19 10:00:00+00:00,2025,5,19,10,700.65,31.74,2.36
2025-05-19 11:00:00+00:00,2025,5,19,11,796.38,32.63,2.69
2025-05-19 12:00:00+00:00,2025,5,19,12,792.9,33.15,3.04
2025-05-19 13:00:00+00:00,2025,5,19,13,705.12,33.19,3.29
2025-05-19 14:00:00+00:00,2025,5,19,14,639.05,32.92,3.43
2025-05-19 15:00:00+00:00,2025,5,19,15,543.6,32.47,3.48
2025-05-19 16:00:00+00:00,2025,5,19,16,361.6,31.61,3.39
2025-05-19 17:00:00+00:00,2025,5,19,17,165.4,30.39,2.98
2025-05-19 18:00:00+00:00,2025,5,19,18,25.08,28.74,2.09
2025-05-19 19:00:00+00:00,2025,5,19,19,0.0,27.3,1.73
2025-05-19 20:00:00+00:00,2025,5,19,20,0.0,26.69,1.65
2025-05-19 21:00:00+00:00,2025,5,19,21,0.0,26.22,1.5
2025-05-19 22:00:00+00:00,2025,5,19,22,0.0,25.84,1.36
2025-05-19 23:00:00+00:00,2025,5,19,23,0.0,25.53,1.35
2025-05-20 00:00:00+00:00,2025,5,20,0,0.0,25.34,1.39
2025-05-20 01:00:00+00:00,2025,5,20,1,0.0,25.29,1.4
2025-05-20 02:00:00+00:00,2025,5,20,2,0.0,25.32,1.4
2025-05-20 03:00:00+00:00,2025,5,20,3,0.0,25.38,1.39
2025-05-20 04:00:00+00:00,2025,5,20,4,0.0,25.47,1.37
2025-05-20 05:00:00+00:00,2025,5,20,5,3.15,25.54,1.36
2025-05-20 06:00:00+00:00,2025,5,20,6,76.25,26.5,1.65
2025-05-20 07:00:00+00:00,2025,5,20,7,230.27,27.31,2.2
2025-05-20 08:00:00+00:00,2025,5,20,8,415.52,28.13,2.42
2025-05-20 09:00:00+00:00,2025,5,20,9,655.03,29.15,2.58
2025-05-20 10:00:00+00:00,2025,5,20,10,813.22,30.04,2.87
2025-05-20 11:00:00+00:00,2025,5,20,11,896.9,30.65,3.06
2025-05-20 12:00:00+00:00,2025,5,20,12,895.03,31.07,3.09
2025-05-20 13:00:00+00:00,2025,5,20,13,843.38,31.14,3.04
2025-05-20 14:00:00+00:00,2025,5,20,14,752.33,31.05,2.98
2025-05-20 15:00:00+00:00,2025,5,20,15,563.1,30.82,2.89
2025-05-20 16:00:00+00:00,2025,5,20,16,333.12,30.15,2.68
2025-05-20 17:00:00+00:00,2025,5,20,17,151.7,29.07,2.22
2025-05-20 18:00:00+00:00,2025,5,20,18,22.98,27.68,1.6
2025-05-20 19:00:00+00:00,2025,5,20,19,0.0,26.67,1.43
2025-05-20 20:00:00+00:00,2025,5,20,20,0.0,26.28,1.44
2025-05-20 21:00:00+00:00,2025,5,20,21,0.0,25.98,1.48
2025-05-20 22:00:00+00:00,2025,5,20,22,0.0,25.69,1.48
2025-05-20 23:00:00+00:00,2025,5,20,23,0.0,25.4,1.37
2025-05-21 00:00:00+00:00,2025,5,21,0,0.0,25.32,1.21
2025-05-21 01:00:00+00:00,2025,5,21,1,0.0,25.36,1.09
2025-05-21 02:00:00+00:00,2025,5,21,2,0.0,25.39,1.03
2025-05-21 03:00:00+00:00,2025,5,21,3,0.0,25.36,1.02
2025-05-21 04:00:00+00:00,2025,5,21,4,0.0,25.33,1.05
2025-05-21 05:00:00+00:00,2025,5,21,5,3.15,25.29,1.07
2025-05-21 06:00:00+00:00,2025,5,21,6,80.18,26.34,1.28
2025-05-21 07:00:00+00:00,2025,5,21,7,239.43,27.42,1.82
2025-05-21 08:00:00+00:00,2025,5,21,8,426.1,28.56,1.93
2025-05-21 09:00:00+00:00,2025,5,21,9,569.78,30.13,2.2
2025-05-21 10:00:00+00:00,2025,5,21,10,735.05,31.54,2.46
2025-05-21 11:00:00+00:00,2025,5,21,11,830.88,32.73,2.76
2025-05-21 12:00:00+00:00,2025,5,21,12,862.0,33.69,3.14
2025-05-21 13:00:00+00:00,2025,5,21,13,869.47,34.17,3.54
2025-05-21 14:00:00+00:00,2025,5,21,14,735.17,34.08,3.72
2025-05-21 15:00:00+00:00,2025,5,21,15,580.17,33.68,3.72
2025-05-21 16:00:00+00:00,2025,5,21,16,391.12,32.89,3.6
2025-05-21 17:00:00+00:00,2025,5,21,17,182.88,31.59,3.28
2025-05-21 18:00:00+00:00,2025,5,21,18,28.95,29.75,2.63
2025-05-21 19:00:00+00:00,2025,5,21,19,0.0,28.16,2.24
2025-05-21 20:00:00+00:00,2025,5,21,20,0.0,27.59,2.0
2025-05-21 21:00:00+00:00,2025,5,21,21,0.0,27.21,1.6
2025-05-21 22:00:00+00:00,2025,5,21,22,0.0,26.92,1.33
2025-05-21 23:00:00+00:00,2025,5,21,23,0.0,26.69,1.21
2025-05-22 00:00:00+00:00,2025,5,22,0,0.0,26.46,1.16
2025-05-22 01:00:00+00:00,2025,5,22,1,0.0,26.26,1.08
2025-05-22 02:00:00+00:00,2025,5,22,2,0.0,26.07,1.0
2025-05-22 03:00:00+00:00,2025,5,22,3,0.0,26.05,0.94
2025-05-22 04:00:00+00:00,2025,5,22,4,0.0,26.13,0.86
2025-05-22 05:00:00+00:00,2025,5,22,5,4.3,26.12,0.86
2025-05-22 06:00:00+00:00,2025,5,22,6,101.88,27.04,1.06
2025-05-22 07:00:00+00:00,2025,5,22,7,286.62,28.29,1.66
